app_proto,network_port,network_proto,proto,network_description,network_reference,network_known_unauthorized_use,network_notes
ipx,213,udp,17,IPX,,,
vmpwscs,214,tcp,6,VM PWSCS,,,
vmpwscs,214,udp,17,VM PWSCS,,,
softpc,215,tcp,6,Insignia Solutions,,,
softpc,215,udp,17,Insignia Solutions,,,
CAIlic,216,tcp,6,Computer Associates Int'l License Server,,,
CAIlic,216,udp,17,Computer Associates Int'l License Server,,,
dbase,217,tcp,6,dBASE Unix,,,
dbase,217,udp,17,dBASE Unix,,,
mpp,218,tcp,6,Netix Message Posting Protocol,,,
mpp,218,udp,17,Netix Message Posting Protocol,,,
uarps,219,tcp,6,Unisys ARPs,,,
uarps,219,udp,17,Unisys ARPs,,,
imap3,220,tcp,6,Interactive Mail Access Protocol v3,,,
imap3,220,udp,17,Interactive Mail Access Protocol v3,,,
fln-spx,221,tcp,6,Berkeley rlogind with SPX auth,,,
fln-spx,221,udp,17,Berkeley rlogind with SPX auth,,,
rsh-spx,222,tcp,6,Berkeley rshd with SPX auth,,,
rsh-spx,222,udp,17,Berkeley rshd with SPX auth,,,
cdc,223,tcp,6,Certificate Distribution Center,,,
cdc,223,udp,17,Certificate Distribution Center,,,
masqdialer,224,tcp,6,masqdialer,,,"Possible Conflict of Port 222 with ""Masqdialer"""
masqdialer,224,udp,17,masqdialer,,,"Possible Conflict of Port 222 with ""Masqdialer"""
UNDEFINED,225-241,,,Reserved,,,
direct,242,tcp,6,Direct,,,
direct,242,udp,17,Direct,,,
sur-meas,243,tcp,6,Survey Measurement,,,
sur-meas,243,udp,17,Survey Measurement,,,
inbusiness,244,tcp,6,inbusiness,,,
inbusiness,244,udp,17,inbusiness,,,
link,245,tcp,6,LINK,,,
link,245,udp,17,LINK,,,
dsp3270,246,tcp,6,Display Systems Protocol,,,
dsp3270,246,udp,17,Display Systems Protocol,,,
subntbcst-tftp,247,tcp,6,"SUBNTBCST_TFTP
IANA assigned this well-formed service name as a replacement for ""subntbcst_tftp"".",,,
subntbcst_tftp,247,tcp,6,SUBNTBCST_TFTP,,,"This entry is an alias to ""subntbcst-tftp"".
This entry is now historic, not usable for use with many
common service discovery mechanisms."
subntbcst-tftp,247,udp,17,"SUBNTBCST_TFTP
IANA assigned this well-formed service name as a replacement for ""subntbcst_tftp"".",,,
subntbcst_tftp,247,udp,17,SUBNTBCST_TFTP,,,"This entry is an alias to ""subntbcst-tftp"".
This entry is now historic, not usable for use with many
common service discovery mechanisms."
bhfhs,248,tcp,6,bhfhs,,,
bhfhs,248,udp,17,bhfhs,,,
UNDEFINED,249-255,,,Reserved,,,
rap,256,tcp,6,RAP,,,
rap,256,udp,17,RAP,,,
set,257,tcp,6,Secure Electronic Transaction,,,
set,257,udp,17,Secure Electronic Transaction,,,
UNDEFINED,258,,,Unassigned,,,
esro-gen,259,tcp,6,Efficient Short Remote Operations,,,
esro-gen,259,udp,17,Efficient Short Remote Operations,,,
openport,260,tcp,6,Openport,,,
openport,260,udp,17,Openport,,,
nsiiops,261,tcp,6,IIOP Name Service over TLS/SSL,,,
nsiiops,261,udp,17,IIOP Name Service over TLS/SSL,,,
arcisdms,262,tcp,6,Arcisdms,,,
arcisdms,262,udp,17,Arcisdms,,,
hdap,263,tcp,6,HDAP,,,
hdap,263,udp,17,HDAP,,,
bgmp,264,tcp,6,BGMP,,,
bgmp,264,udp,17,BGMP,,,
x-bone-ctl,265,tcp,6,X-Bone CTL,,,
x-bone-ctl,265,udp,17,X-Bone CTL,,,
sst,266,tcp,6,SCSI on ST,,,
sst,266,udp,17,SCSI on ST,,,
td-service,267,tcp,6,Tobit David Service Layer,,,
td-service,267,udp,17,Tobit David Service Layer,,,
td-replica,268,tcp,6,Tobit David Replica,,,
td-replica,268,udp,17,Tobit David Replica,,,
manet,269,tcp,6,MANET Protocols,[RFC5498],,
manet,269,udp,17,MANET Protocols,[RFC5498],,
UNDEFINED,270,tcp,6,Reserved,,,
gist,270,udp,17,Q-mode encapsulation for GIST messages,[RFC5971],,
pt-tls,271,tcp,6,IETF Network Endpoint Assessment (NEA) Posture Transport Protocol over TLS (PT-TLS),[RFC6876],,
UNDEFINED,271,udp,17,Reserved,,,
UNDEFINED,272-279,,,Unassigned,,,
http-mgmt,280,tcp,6,http-mgmt,,,
http-mgmt,280,udp,17,http-mgmt,,,
personal-link,281,tcp,6,Personal Link,,,
personal-link,281,udp,17,Personal Link,,,
cableport-ax,282,tcp,6,Cable Port A/X,,,
cableport-ax,282,udp,17,Cable Port A/X,,,
rescap,283,tcp,6,rescap,,,
rescap,283,udp,17,rescap,,,
corerjd,284,tcp,6,corerjd,,,
corerjd,284,udp,17,corerjd,,,
UNDEFINED,285,,,Unassigned,,,
fxp,286,tcp,6,FXP Communication,,,
fxp,286,udp,17,FXP Communication,,,
k-block,287,tcp,6,K-BLOCK,,,
k-block,287,udp,17,K-BLOCK,,,
UNDEFINED,288-307,,,Unassigned,,,
novastorbakcup,308,tcp,6,Novastor Backup,,,
novastorbakcup,308,udp,17,Novastor Backup,,,
entrusttime,309,tcp,6,EntrustTime,,,
entrusttime,309,udp,17,EntrustTime,,,
bhmds,310,tcp,6,bhmds,,,
bhmds,310,udp,17,bhmds,,,
asip-webadmin,311,tcp,6,AppleShare IP WebAdmin,,,
asip-webadmin,311,udp,17,AppleShare IP WebAdmin,,,
vslmp,312,tcp,6,VSLMP,,,
vslmp,312,udp,17,VSLMP,,,
magenta-logic,313,tcp,6,Magenta Logic,,,
magenta-logic,313,udp,17,Magenta Logic,,,
opalis-robot,314,tcp,6,Opalis Robot,,,
opalis-robot,314,udp,17,Opalis Robot,,,
dpsi,315,tcp,6,DPSI,,,
dpsi,315,udp,17,DPSI,,,
decauth,316,tcp,6,decAuth,,,
decauth,316,udp,17,decAuth,,,
zannet,317,tcp,6,Zannet,,,
zannet,317,udp,17,Zannet,,,
pkix-timestamp,318,tcp,6,PKIX TimeStamp,,,
pkix-timestamp,318,udp,17,PKIX TimeStamp,,,
ptp-event,319,tcp,6,PTP Event,,,
ptp-event,319,udp,17,PTP Event,,,
ptp-general,320,tcp,6,PTP General,,,
ptp-general,320,udp,17,PTP General,,,
pip,321,tcp,6,PIP,,,
pip,321,udp,17,PIP,,,
rtsps,322,tcp,6,RTSPS,,,
rtsps,322,udp,17,RTSPS,,,
rpki-rtr,323,tcp,6,Resource PKI to Router Protocol,[RFC6810],,
UNDEFINED,323,udp,17,Reserved,,,
rpki-rtr-tls,324,tcp,6,Resource PKI to Router Protocol over TLS,[RFC6810],,
UNDEFINED,324,udp,17,Reserved,,,
UNDEFINED,325-332,,,Unassigned,,,
texar,333,tcp,6,Texar Security Port,,,
texar,333,udp,17,Texar Security Port,,,
UNDEFINED,334-343,,,Unassigned,,,
pdap,344,tcp,6,Prospero Data Access Protocol,,,
pdap,344,udp,17,Prospero Data Access Protocol,,,
pawserv,345,tcp,6,Perf Analysis Workbench,,,
pawserv,345,udp,17,Perf Analysis Workbench,,,
zserv,346,tcp,6,Zebra server,,,
zserv,346,udp,17,Zebra server,,,
fatserv,347,tcp,6,Fatmen Server,,,
fatserv,347,udp,17,Fatmen Server,,,
csi-sgwp,348,tcp,6,Cabletron Management Protocol,,,
csi-sgwp,348,udp,17,Cabletron Management Protocol,,,
mftp,349,tcp,6,mftp,,,
mftp,349,udp,17,mftp,,,
matip-type-a,350,tcp,6,MATIP Type A,[RFC2351],,
matip-type-a,350,udp,17,MATIP Type A,[RFC2351],,
matip-type-b,351,tcp,6,MATIP Type B,[RFC2351],,
matip-type-b,351,udp,17,MATIP Type B,[RFC2351],,
bhoetty,351,tcp,6,bhoetty,,,"This entry records an unassigned but widespread use
(added 5/21/97)"
bhoetty,351,udp,17,bhoetty,,,"This entry records an unassigned but widespread use
(added 5/21/97)"
dtag-ste-sb,352,tcp,6,DTAG,,,(assigned long ago)
dtag-ste-sb,352,udp,17,DTAG,,,(assigned long ago)
bhoedap4,352,tcp,6,bhoedap4,,,"This entry records an unassigned but widespread use
(added 5/21/97)"
bhoedap4,352,udp,17,bhoedap4,,,"This entry records an unassigned but widespread use
(added 5/21/97)"
ndsauth,353,tcp,6,NDSAUTH,,,
ndsauth,353,udp,17,NDSAUTH,,,
bh611,354,tcp,6,bh611,,,
bh611,354,udp,17,bh611,,,
datex-asn,355,tcp,6,DATEX-ASN,,,
datex-asn,355,udp,17,DATEX-ASN,,,
cloanto-net-1,356,tcp,6,Cloanto Net 1,,,
cloanto-net-1,356,udp,17,Cloanto Net 1,,,
bhevent,357,tcp,6,bhevent,,,
bhevent,357,udp,17,bhevent,,,
shrinkwrap,358,tcp,6,Shrinkwrap,,,
shrinkwrap,358,udp,17,Shrinkwrap,,,
nsrmp,359,tcp,6,Network Security Risk Management Protocol,,,
nsrmp,359,udp,17,Network Security Risk Management Protocol,,,
scoi2odialog,360,tcp,6,scoi2odialog,,,
scoi2odialog,360,udp,17,scoi2odialog,,,
semantix,361,tcp,6,Semantix,,,
semantix,361,udp,17,Semantix,,,
srssend,362,tcp,6,SRS Send,,,
srssend,362,udp,17,SRS Send,,,
rsvp-tunnel,363,tcp,6,"RSVP Tunnel
IANA assigned this well-formed service name as a replacement for ""rsvp_tunnel"".",,,
rsvp_tunnel,363,tcp,6,RSVP Tunnel,,,"This entry is an alias to ""rsvp-tunnel"".
This entry is now historic, not usable for use with many
common service discovery mechanisms."
rsvp-tunnel,363,udp,17,"RSVP Tunnel
IANA assigned this well-formed service name as a replacement for ""rsvp_tunnel"".",,,
rsvp_tunnel,363,udp,17,RSVP Tunnel,,,"This entry is an alias to ""rsvp-tunnel"".
This entry is now historic, not usable for use with many
common service discovery mechanisms."
aurora-cmgr,364,tcp,6,Aurora CMGR,,,
aurora-cmgr,364,udp,17,Aurora CMGR,,,
dtk,365,tcp,6,DTK,,,
dtk,365,udp,17,DTK,,,
odmr,366,tcp,6,ODMR,,,
odmr,366,udp,17,ODMR,,,
mortgageware,367,tcp,6,MortgageWare,,,
mortgageware,367,udp,17,MortgageWare,,,
qbikgdp,368,tcp,6,QbikGDP,,,
qbikgdp,368,udp,17,QbikGDP,,,
rpc2portmap,369,tcp,6,rpc2portmap,,,
rpc2portmap,369,udp,17,rpc2portmap,,,
codaauth2,370,tcp,6,codaauth2,,,
codaauth2,370,udp,17,codaauth2,,,
clearcase,371,tcp,6,Clearcase,,,
clearcase,371,udp,17,Clearcase,,,
ulistproc,372,tcp,6,ListProcessor,,,
ulistproc,372,udp,17,ListProcessor,,,
legent-1,373,tcp,6,Legent Corporation,,,
legent-1,373,udp,17,Legent Corporation,,,
legent-2,374,tcp,6,Legent Corporation,,,
legent-2,374,udp,17,Legent Corporation,,,
hassle,375,tcp,6,Hassle,,,
hassle,375,udp,17,Hassle,,,
nip,376,tcp,6,Amiga Envoy Network Inquiry Proto,,,
nip,376,udp,17,Amiga Envoy Network Inquiry Proto,,,
tnETOS,377,tcp,6,NEC Corporation,,,
tnETOS,377,udp,17,NEC Corporation,,,
dsETOS,378,tcp,6,NEC Corporation,,,
dsETOS,378,udp,17,NEC Corporation,,,
is99c,379,tcp,6,TIA/EIA/IS-99 modem client,,,
is99c,379,udp,17,TIA/EIA/IS-99 modem client,,,
is99s,380,tcp,6,TIA/EIA/IS-99 modem server,,,
is99s,380,udp,17,TIA/EIA/IS-99 modem server,,,
hp-collector,381,tcp,6,hp performance data collector,,,
hp-collector,381,udp,17,hp performance data collector,,,
hp-managed-node,382,tcp,6,hp performance data managed node,,,
hp-managed-node,382,udp,17,hp performance data managed node,,,
hp-alarm-mgr,383,tcp,6,hp performance data alarm manager,,,
hp-alarm-mgr,383,udp,17,hp performance data alarm manager,,,
arns,384,tcp,6,A Remote Network Server System,,,
arns,384,udp,17,A Remote Network Server System,,,
ibm-app,385,tcp,6,IBM Application,,,
ibm-app,385,udp,17,IBM Application,,,
asa,386,tcp,6,ASA Message Router Object Def.,,,
asa,386,udp,17,ASA Message Router Object Def.,,,
aurp,387,tcp,6,Appletalk Update-Based Routing Pro.,,,
aurp,387,udp,17,Appletalk Update-Based Routing Pro.,,,
unidata-ldm,388,tcp,6,Unidata LDM,,,
unidata-ldm,388,udp,17,Unidata LDM,,,
ldap,389,tcp,6,Lightweight Directory Access Protocol,,,
ldap,389,udp,17,Lightweight Directory Access Protocol,,,
uis,390,tcp,6,UIS,,,
uis,390,udp,17,UIS,,,
synotics-relay,391,tcp,6,SynOptics SNMP Relay Port,,,
synotics-relay,391,udp,17,SynOptics SNMP Relay Port,,,
synotics-broker,392,tcp,6,SynOptics Port Broker Port,,,
synotics-broker,392,udp,17,SynOptics Port Broker Port,,,
meta5,393,tcp,6,Meta5,,,
meta5,393,udp,17,Meta5,,,
embl-ndt,394,tcp,6,EMBL Nucleic Data Transfer,,,
embl-ndt,394,udp,17,EMBL Nucleic Data Transfer,,,
netcp,395,tcp,6,NetScout Control Protocol,,,
netcp,395,udp,17,NetScout Control Protocol,,,
netware-ip,396,tcp,6,Novell Netware over IP,,,
netware-ip,396,udp,17,Novell Netware over IP,,,
mptn,397,tcp,6,Multi Protocol Trans. Net.,,,
mptn,397,udp,17,Multi Protocol Trans. Net.,,,
kryptolan,398,tcp,6,Kryptolan,,,
kryptolan,398,udp,17,Kryptolan,,,
iso-tsap-c2,399,tcp,6,ISO Transport Class 2 Non-Control over TCP,,,
iso-tsap-c2,399,udp,17,ISO Transport Class 2 Non-Control over UDP,,,
osb-sd,400,tcp,6,Oracle Secure Backup,,,Formerly was Workstation Solutions
osb-sd,400,udp,17,Oracle Secure Backup,,,Formerly was Workstation Solutions
ups,401,tcp,6,Uninterruptible Power Supply,,,
ups,401,udp,17,Uninterruptible Power Supply,,,
genie,402,tcp,6,Genie Protocol,,,
genie,402,udp,17,Genie Protocol,,,
decap,403,tcp,6,decap,,,
decap,403,udp,17,decap,,,
nced,404,tcp,6,nced,,,
nced,404,udp,17,nced,,,
ncld,405,tcp,6,ncld,,,
ncld,405,udp,17,ncld,,,
imsp,406,tcp,6,Interactive Mail Support Protocol,,,
imsp,406,udp,17,Interactive Mail Support Protocol,,,
timbuktu,407,tcp,6,Timbuktu,,,
timbuktu,407,udp,17,Timbuktu,,,
prm-sm,408,tcp,6,Prospero Resource Manager Sys. Man.,,,
prm-sm,408,udp,17,Prospero Resource Manager Sys. Man.,,,
prm-nm,409,tcp,6,Prospero Resource Manager Node Man.,,,
prm-nm,409,udp,17,Prospero Resource Manager Node Man.,,,
decladebug,410,tcp,6,DECLadebug Remote Debug Protocol,,,
decladebug,410,udp,17,DECLadebug Remote Debug Protocol,,,
rmt,411,tcp,6,Remote MT Protocol,,,
rmt,411,udp,17,Remote MT Protocol,,,
synoptics-trap,412,tcp,6,Trap Convention Port,,,
synoptics-trap,412,udp,17,Trap Convention Port,,,
smsp,413,tcp,6,Storage Management Services Protocol,,,
smsp,413,udp,17,Storage Management Services Protocol,,,
infoseek,414,tcp,6,InfoSeek,,,
infoseek,414,udp,17,InfoSeek,,,
bnet,415,tcp,6,BNet,,,
bnet,415,udp,17,BNet,,,
silverplatter,416,tcp,6,Silverplatter,,,
silverplatter,416,udp,17,Silverplatter,,,
onmux,417,tcp,6,Onmux,,,
onmux,417,udp,17,Onmux,,,
hyper-g,418,tcp,6,Hyper-G,,,
hyper-g,418,udp,17,Hyper-G,,,
ariel1,419,tcp,6,Ariel 1,,,
ariel1,419,udp,17,Ariel 1,,,
smpte,420,tcp,6,SMPTE,,,
smpte,420,udp,17,SMPTE,,,
ariel2,421,tcp,6,Ariel 2,,,
ariel2,421,udp,17,Ariel 2,,,
ariel3,422,tcp,6,Ariel 3,,,
ariel3,422,udp,17,Ariel 3,,,
opc-job-start,423,tcp,6,IBM Operations Planning and Control Start,,,
opc-job-start,423,udp,17,IBM Operations Planning and Control Start,,,
opc-job-track,424,tcp,6,IBM Operations Planning and Control Track,,,
opc-job-track,424,udp,17,IBM Operations Planning and Control Track,,,
icad-el,425,tcp,6,ICAD,,,
icad-el,425,udp,17,ICAD,,,
smartsdp,426,tcp,6,smartsdp,,,
smartsdp,426,udp,17,smartsdp,,,
svrloc,427,tcp,6,Server Location,,,
svrloc,427,udp,17,Server Location,,,
ocs-cmu,428,tcp,6,"OCS_CMU
IANA assigned this well-formed service name as a replacement for ""ocs_cmu"".",,,
ocs_cmu,428,tcp,6,OCS_CMU,,,"This entry is an alias to ""ocs-cmu"".
This entry is now historic, not usable for use with many
common service discovery mechanisms."
ocs-cmu,428,udp,17,"OCS_CMU
IANA assigned this well-formed service name as a replacement for ""ocs_cmu"".",,,
ocs_cmu,428,udp,17,OCS_CMU,,,"This entry is an alias to ""ocs-cmu"".
This entry is now historic, not usable for use with many
common service discovery mechanisms."
ocs-amu,429,tcp,6,"OCS_AMU
IANA assigned this well-formed service name as a replacement for ""ocs_amu"".",,,
ocs_amu,429,tcp,6,OCS_AMU,,,"This entry is an alias to ""ocs-amu"".
This entry is now historic, not usable for use with many
common service discovery mechanisms."
ocs-amu,429,udp,17,"OCS_AMU
IANA assigned this well-formed service name as a replacement for ""ocs_amu"".",,,
ocs_amu,429,udp,17,OCS_AMU,,,"This entry is an alias to ""ocs-amu"".
This entry is now historic, not usable for use with many
common service discovery mechanisms."
utmpsd,430,tcp,6,UTMPSD,,,
utmpsd,430,udp,17,UTMPSD,,,
utmpcd,431,tcp,6,UTMPCD,,,
utmpcd,431,udp,17,UTMPCD,,,
iasd,432,tcp,6,IASD,,,
iasd,432,udp,17,IASD,,,
nnsp,433,tcp,6,NNTP for transit servers (NNSP),[RFC3977],,
nnsp,433,udp,17,NNTP for transit servers (NNSP),[RFC3977],,
mobileip-agent,434,tcp,6,MobileIP-Agent,,,
mobileip-agent,434,udp,17,MobileIP-Agent,,,
mobilip-mn,435,tcp,6,MobilIP-MN,,,
mobilip-mn,435,udp,17,MobilIP-MN,,,
dna-cml,436,tcp,6,DNA-CML,,,
dna-cml,436,udp,17,DNA-CML,,,
comscm,437,tcp,6,comscm,,,
comscm,437,udp,17,comscm,,,
dsfgw,438,tcp,6,dsfgw,,,
dsfgw,438,udp,17,dsfgw,,,
dasp,439,tcp,6,dasp,,,
dasp,439,udp,17,dasp,,,
sgcp,440,tcp,6,sgcp,,,
sgcp,440,udp,17,sgcp,,,
decvms-sysmgt,441,tcp,6,decvms-sysmgt,,,
decvms-sysmgt,441,udp,17,decvms-sysmgt,,,
cvc-hostd,442,tcp,6,"cvc_hostd
IANA assigned this well-formed service name as a replacement for ""cvc_hostd"".",,,
cvc_hostd,442,tcp,6,cvc_hostd,,,"This entry is an alias to ""cvc-hostd"".
This entry is now historic, not usable for use with many
common service discovery mechanisms."
cvc-hostd,442,udp,17,"cvc_hostd
IANA assigned this well-formed service name as a replacement for ""cvc_hostd"".",,,
cvc_hostd,442,udp,17,cvc_hostd,,,"This entry is an alias to ""cvc-hostd"".
This entry is now historic, not usable for use with many
common service discovery mechanisms."
https,443,tcp,6,http protocol over TLS/SSL,,,
https,443,udp,17,http protocol over TLS/SSL,,,
https,443,sctp,132,HTTPS,[RFC4960],,
snpp,444,tcp,6,Simple Network Paging Protocol,[RFC1568],,
snpp,444,udp,17,Simple Network Paging Protocol,[RFC1568],,
microsoft-ds,445,tcp,6,Microsoft-DS,,,
microsoft-ds,445,udp,17,Microsoft-DS,,,
ddm-rdb,446,tcp,6,DDM-Remote Relational Database Access,,,
ddm-rdb,446,udp,17,DDM-Remote Relational Database Access,,,
ddm-dfm,447,tcp,6,DDM-Distributed File Management,,,
ddm-dfm,447,udp,17,DDM-Distributed File Management,,,
ddm-ssl,448,tcp,6,DDM-Remote DB Access Using Secure Sockets,,,
ddm-ssl,448,udp,17,DDM-Remote DB Access Using Secure Sockets,,,
as-servermap,449,tcp,6,AS Server Mapper,,,
as-servermap,449,udp,17,AS Server Mapper,,,
tserver,450,tcp,6,Computer Supported Telecomunication Applications,,,
tserver,450,udp,17,Computer Supported Telecomunication Applications,,,
sfs-smp-net,451,tcp,6,Cray Network Semaphore server,,,
sfs-smp-net,451,udp,17,Cray Network Semaphore server,,,
sfs-config,452,tcp,6,Cray SFS config server,,,
sfs-config,452,udp,17,Cray SFS config server,,,
creativeserver,453,tcp,6,CreativeServer,,,
creativeserver,453,udp,17,CreativeServer,,,
contentserver,454,tcp,6,ContentServer,,,
contentserver,454,udp,17,ContentServer,,,
creativepartnr,455,tcp,6,CreativePartnr,,,
creativepartnr,455,udp,17,CreativePartnr,,,
macon-tcp,456,tcp,6,macon-tcp,,,
macon-udp,456,udp,17,macon-udp,,,
scohelp,457,tcp,6,scohelp,,,
scohelp,457,udp,17,scohelp,,,
appleqtc,458,tcp,6,apple quick time,,,
appleqtc,458,udp,17,apple quick time,,,
ampr-rcmd,459,tcp,6,ampr-rcmd,,,
ampr-rcmd,459,udp,17,ampr-rcmd,,,
skronk,460,tcp,6,skronk,,,
skronk,460,udp,17,skronk,,,
datasurfsrv,461,tcp,6,DataRampSrv,,,
datasurfsrv,461,udp,17,DataRampSrv,,,
datasurfsrvsec,462,tcp,6,DataRampSrvSec,,,
datasurfsrvsec,462,udp,17,DataRampSrvSec,,,
alpes,463,tcp,6,alpes,,,
alpes,463,udp,17,alpes,,,
kpasswd,464,tcp,6,kpasswd,,,
kpasswd,464,udp,17,kpasswd,,,
urd,465,tcp,6,URL Rendezvous Directory for SSM,,,
submissions,465,tcp,6,Message Submission over TLS protocol,[RFC8314],,
igmpv3lite,465,udp,17,IGMP over UDP for SSM,,,
digital-vrc,466,tcp,6,digital-vrc,,,
digital-vrc,466,udp,17,digital-vrc,,,
mylex-mapd,467,tcp,6,mylex-mapd,,,
mylex-mapd,467,udp,17,mylex-mapd,,,
photuris,468,tcp,6,proturis,,,
photuris,468,udp,17,proturis,,,
rcp,469,tcp,6,Radio Control Protocol,,,
rcp,469,udp,17,Radio Control Protocol,,,
scx-proxy,470,tcp,6,scx-proxy,,,
scx-proxy,470,udp,17,scx-proxy,,,
mondex,471,tcp,6,Mondex,,,
mondex,471,udp,17,Mondex,,,
ljk-login,472,tcp,6,ljk-login,,,
ljk-login,472,udp,17,ljk-login,,,
hybrid-pop,473,tcp,6,hybrid-pop,,,
hybrid-pop,473,udp,17,hybrid-pop,,,
tn-tl-w1,474,tcp,6,tn-tl-w1,,,
tn-tl-w2,474,udp,17,tn-tl-w2,,,
tcpnethaspsrv,475,tcp,6,tcpnethaspsrv,,,
tcpnethaspsrv,475,udp,17,tcpnethaspsrv,,,
tn-tl-fd1,476,tcp,6,tn-tl-fd1,,,
tn-tl-fd1,476,udp,17,tn-tl-fd1,,,
ss7ns,477,tcp,6,ss7ns,,,
ss7ns,477,udp,17,ss7ns,,,
spsc,478,tcp,6,spsc,,,
spsc,478,udp,17,spsc,,,
iafserver,479,tcp,6,iafserver,,,
iafserver,479,udp,17,iafserver,,,
iafdbase,480,tcp,6,iafdbase,,,
iafdbase,480,udp,17,iafdbase,,,
ph,481,tcp,6,Ph service,,,
ph,481,udp,17,Ph service,,,
bgs-nsi,482,tcp,6,bgs-nsi,,,
bgs-nsi,482,udp,17,bgs-nsi,,,
ulpnet,483,tcp,6,ulpnet,,,
ulpnet,483,udp,17,ulpnet,,,
integra-sme,484,tcp,6,Integra Software Management Environment,,,
integra-sme,484,udp,17,Integra Software Management Environment,,,
powerburst,485,tcp,6,Air Soft Power Burst,,,
powerburst,485,udp,17,Air Soft Power Burst,,,
avian,486,tcp,6,avian,,,
avian,486,udp,17,avian,,,
saft,487,tcp,6,saft Simple Asynchronous File Transfer,,,
