app_proto,network_port,network_proto,proto,network_description,network_reference,network_known_unauthorized_use,network_notes
biolink-auth,3411,udp,17,BioLink Authenteon server,,,
xmlblaster,3412,tcp,6,xmlBlaster,,,
xmlblaster,3412,udp,17,xmlBlaster,,,
svnet,3413,tcp,6,SpecView Networking,,,
svnet,3413,udp,17,SpecView Networking,,,
wip-port,3414,tcp,6,BroadCloud WIP Port,,,
wip-port,3414,udp,17,BroadCloud WIP Port,,,
bcinameservice,3415,tcp,6,BCI Name Service,,,
bcinameservice,3415,udp,17,BCI Name Service,,,
commandport,3416,tcp,6,AirMobile IS Command Port,,,
commandport,3416,udp,17,AirMobile IS Command Port,,,
csvr,3417,tcp,6,ConServR file translation,,,
csvr,3417,udp,17,ConServR file translation,,,
rnmap,3418,tcp,6,Remote nmap,,,
rnmap,3418,udp,17,Remote nmap,,,
softaudit,3419,tcp,6,Isogon SoftAudit,,,
softaudit,3419,udp,17,ISogon SoftAudit,,,
ifcp-port,3420,tcp,6,iFCP User Port,[RFC4172],,
ifcp-port,3420,udp,17,iFCP User Port,[RFC4172],,
bmap,3421,tcp,6,Bull Apprise portmapper,,,
bmap,3421,udp,17,Bull Apprise portmapper,,,
rusb-sys-port,3422,tcp,6,Remote USB System Port,,,
rusb-sys-port,3422,udp,17,Remote USB System Port,,,
xtrm,3423,tcp,6,xTrade Reliable Messaging,,,
xtrm,3423,udp,17,xTrade Reliable Messaging,,,
xtrms,3424,tcp,6,xTrade over TLS/SSL,,,
xtrms,3424,udp,17,xTrade over TLS/SSL,,,
agps-port,3425,tcp,6,AGPS Access Port,,,
agps-port,3425,udp,17,AGPS Access Port,,,
arkivio,3426,tcp,6,Arkivio Storage Protocol,,,
arkivio,3426,udp,17,Arkivio Storage Protocol,,,
websphere-snmp,3427,tcp,6,WebSphere SNMP,,,
websphere-snmp,3427,udp,17,WebSphere SNMP,,,
twcss,3428,tcp,6,2Wire CSS,,,
twcss,3428,udp,17,2Wire CSS,,,
gcsp,3429,tcp,6,GCSP user port,,,
gcsp,3429,udp,17,GCSP user port,,,
ssdispatch,3430,tcp,6,Scott Studios Dispatch,,,
ssdispatch,3430,udp,17,Scott Studios Dispatch,,,
ndl-als,3431,tcp,6,Active License Server Port,,,
ndl-als,3431,udp,17,Active License Server Port,,,
osdcp,3432,tcp,6,Secure Device Protocol,,,
osdcp,3432,udp,17,Secure Device Protocol,,,
opnet-smp,3433,tcp,6,OPNET Service Management Platform,,,
opnet-smp,3433,udp,17,OPNET Service Management Platform,,,
opencm,3434,tcp,6,OpenCM Server,,,
opencm,3434,udp,17,OpenCM Server,,,
pacom,3435,tcp,6,Pacom Security User Port,,,
pacom,3435,udp,17,Pacom Security User Port,,,
gc-config,3436,tcp,6,GuardControl Exchange Protocol,,,
gc-config,3436,udp,17,GuardControl Exchange Protocol,,,
autocueds,3437,tcp,6,Autocue Directory Service,,,
autocueds,3437,udp,17,Autocue Directory Service,,,
spiral-admin,3438,tcp,6,Spiralcraft Admin,,,
spiral-admin,3438,udp,17,Spiralcraft Admin,,,
hri-port,3439,tcp,6,HRI Interface Port,,,
hri-port,3439,udp,17,HRI Interface Port,,,
ans-console,3440,tcp,6,Net Steward Mgmt Console,,,
ans-console,3440,udp,17,Net Steward Mgmt Console,,,
connect-client,3441,tcp,6,OC Connect Client,,,
connect-client,3441,udp,17,OC Connect Client,,,
connect-server,3442,tcp,6,OC Connect Server,,,
connect-server,3442,udp,17,OC Connect Server,,,
ov-nnm-websrv,3443,tcp,6,OpenView Network Node Manager WEB Server,,,
ov-nnm-websrv,3443,udp,17,OpenView Network Node Manager WEB Server,,,
denali-server,3444,tcp,6,Denali Server,,,
denali-server,3444,udp,17,Denali Server,,,
monp,3445,tcp,6,Media Object Network,,,
monp,3445,udp,17,Media Object Network,,,
3comfaxrpc,3446,tcp,6,3Com FAX RPC port,,,
3comfaxrpc,3446,udp,17,3Com FAX RPC port,,,
directnet,3447,tcp,6,DirectNet IM System,,,
directnet,3447,udp,17,DirectNet IM System,,,
dnc-port,3448,tcp,6,Discovery and Net Config,,,
dnc-port,3448,udp,17,Discovery and Net Config,,,
hotu-chat,3449,tcp,6,HotU Chat,,,
hotu-chat,3449,udp,17,HotU Chat,,,
castorproxy,3450,tcp,6,CAStorProxy,,,
castorproxy,3450,udp,17,CAStorProxy,,,
asam,3451,tcp,6,ASAM Services,,,
asam,3451,udp,17,ASAM Services,,,
sabp-signal,3452,tcp,6,SABP-Signalling Protocol,,,
sabp-signal,3452,udp,17,SABP-Signalling Protocol,,,
pscupd,3453,tcp,6,PSC Update,,,
pscupd,3453,udp,17,PSC Update,,,
mira,3454,tcp,6,Apple Remote Access Protocol,,,
mira,3454,udp,17,Apple Remote Access Protocol,,,
prsvp,3455,tcp,6,RSVP Port,,,
prsvp,3455,udp,17,RSVP Port,,,
vat,3456,tcp,6,VAT default data,,,
vat,3456,udp,17,VAT default data,,,
vat-control,3457,tcp,6,VAT default control,,,
vat-control,3457,udp,17,VAT default control,,,
d3winosfi,3458,tcp,6,D3WinOSFI,,,
d3winosfi,3458,udp,17,D3WinOSFI,,,
integral,3459,tcp,6,TIP Integral,,,
integral,3459,udp,17,TIP Integral,,,
edm-manager,3460,tcp,6,EDM Manger,,,
edm-manager,3460,udp,17,EDM Manger,,,
edm-stager,3461,tcp,6,EDM Stager,,,
edm-stager,3461,udp,17,EDM Stager,,,
edm-std-notify,3462,tcp,6,EDM STD Notify,,,
edm-std-notify,3462,udp,17,EDM STD Notify,,,
edm-adm-notify,3463,tcp,6,EDM ADM Notify,,,
edm-adm-notify,3463,udp,17,EDM ADM Notify,,,
edm-mgr-sync,3464,tcp,6,EDM MGR Sync,,,
edm-mgr-sync,3464,udp,17,EDM MGR Sync,,,
edm-mgr-cntrl,3465,tcp,6,EDM MGR Cntrl,,,
edm-mgr-cntrl,3465,udp,17,EDM MGR Cntrl,,,
workflow,3466,tcp,6,WORKFLOW,,,
workflow,3466,udp,17,WORKFLOW,,,
rcst,3467,tcp,6,RCST,,,
rcst,3467,udp,17,RCST,,,
ttcmremotectrl,3468,tcp,6,TTCM Remote Controll,,,
ttcmremotectrl,3468,udp,17,TTCM Remote Controll,,,
pluribus,3469,tcp,6,Pluribus,,,
pluribus,3469,udp,17,Pluribus,,,
jt400,3470,tcp,6,jt400,,,
jt400,3470,udp,17,jt400,,,
jt400-ssl,3471,tcp,6,jt400-ssl,,,
jt400-ssl,3471,udp,17,jt400-ssl,,,
jaugsremotec-1,3472,tcp,6,JAUGS N-G Remotec 1,,,
jaugsremotec-1,3472,udp,17,JAUGS N-G Remotec 1,,,
jaugsremotec-2,3473,tcp,6,JAUGS N-G Remotec 2,,,
jaugsremotec-2,3473,udp,17,JAUGS N-G Remotec 2,,,
ttntspauto,3474,tcp,6,TSP Automation,,,
ttntspauto,3474,udp,17,TSP Automation,,,
genisar-port,3475,tcp,6,Genisar Comm Port,,,
genisar-port,3475,udp,17,Genisar Comm Port,,,
nppmp,3476,tcp,6,NVIDIA Mgmt Protocol,,,
nppmp,3476,udp,17,NVIDIA Mgmt Protocol,,,
ecomm,3477,tcp,6,eComm link port,,,
ecomm,3477,udp,17,eComm link port,,,
stun,3478,tcp,6,Session Traversal Utilities for NAT (STUN) port,[RFC5389],,
stun,3478,udp,17,Session Traversal Utilities for NAT (STUN) port,[RFC5389],,
turn,3478,tcp,6,TURN over TCP,[RFC5766],,
turn,3478,udp,17,TURN over UDP,[RFC5766],,
stun-behavior,3478,tcp,6,STUN Behavior Discovery over TCP,[RFC5780],,
stun-behavior,3478,udp,17,STUN Behavior Discovery over UDP,[RFC5780],,
twrpc,3479,tcp,6,2Wire RPC,,,
twrpc,3479,udp,17,2Wire RPC,,,
plethora,3480,tcp,6,Secure Virtual Workspace,,,
plethora,3480,udp,17,Secure Virtual Workspace,,,
cleanerliverc,3481,tcp,6,CleanerLive remote ctrl,,,
cleanerliverc,3481,udp,17,CleanerLive remote ctrl,,,
vulture,3482,tcp,6,Vulture Monitoring System,,,
vulture,3482,udp,17,Vulture Monitoring System,,,
slim-devices,3483,tcp,6,Slim Devices Protocol,,,
slim-devices,3483,udp,17,Slim Devices Protocol,,,
gbs-stp,3484,tcp,6,GBS SnapTalk Protocol,,,
gbs-stp,3484,udp,17,GBS SnapTalk Protocol,,,
celatalk,3485,tcp,6,CelaTalk,,,
celatalk,3485,udp,17,CelaTalk,,,
ifsf-hb-port,3486,tcp,6,IFSF Heartbeat Port,,,
ifsf-hb-port,3486,udp,17,IFSF Heartbeat Port,,,
ltctcp,3487,tcp,6,LISA TCP Transfer Channel,,,
ltcudp,3487,udp,17,LISA UDP Transfer Channel,,,
fs-rh-srv,3488,tcp,6,FS Remote Host Server,,,
fs-rh-srv,3488,udp,17,FS Remote Host Server,,,
dtp-dia,3489,tcp,6,DTP/DIA,,,
dtp-dia,3489,udp,17,DTP/DIA,,,
colubris,3490,tcp,6,Colubris Management Port,,,
colubris,3490,udp,17,Colubris Management Port,,,
swr-port,3491,tcp,6,SWR Port,,,
swr-port,3491,udp,17,SWR Port,,,
tvdumtray-port,3492,tcp,6,TVDUM Tray Port,,,
tvdumtray-port,3492,udp,17,TVDUM Tray Port,,,
nut,3493,tcp,6,Network UPS Tools,,,
nut,3493,udp,17,Network UPS Tools,,,
ibm3494,3494,tcp,6,IBM 3494,,,
ibm3494,3494,udp,17,IBM 3494,,,
seclayer-tcp,3495,tcp,6,securitylayer over tcp,,,
seclayer-tcp,3495,udp,17,securitylayer over tcp,,,
seclayer-tls,3496,tcp,6,securitylayer over tls,,,
seclayer-tls,3496,udp,17,securitylayer over tls,,,
ipether232port,3497,tcp,6,ipEther232Port,,,
ipether232port,3497,udp,17,ipEther232Port,,,
dashpas-port,3498,tcp,6,DASHPAS user port,,,
dashpas-port,3498,udp,17,DASHPAS user port,,,
sccip-media,3499,tcp,6,SccIP Media,,,
sccip-media,3499,udp,17,SccIP Media,,,
rtmp-port,3500,tcp,6,RTMP Port,,,
rtmp-port,3500,udp,17,RTMP Port,,,
isoft-p2p,3501,tcp,6,iSoft-P2P,,,
isoft-p2p,3501,udp,17,iSoft-P2P,,,
avinstalldisc,3502,tcp,6,Avocent Install Discovery,,,
avinstalldisc,3502,udp,17,Avocent Install Discovery,,,
lsp-ping,3503,tcp,6,MPLS LSP-echo Port,[RFC8029],,
lsp-ping,3503,udp,17,MPLS LSP-echo Port,[RFC8029],,
ironstorm,3504,tcp,6,IronStorm game server,,,
ironstorm,3504,udp,17,IronStorm game server,,,
ccmcomm,3505,tcp,6,CCM communications port,,,
ccmcomm,3505,udp,17,CCM communications port,,,
apc-3506,3506,tcp,6,APC 3506,,,
apc-3506,3506,udp,17,APC 3506,,,
nesh-broker,3507,tcp,6,Nesh Broker Port,,,
nesh-broker,3507,udp,17,Nesh Broker Port,,,
interactionweb,3508,tcp,6,Interaction Web,,,
interactionweb,3508,udp,17,Interaction Web,,,
vt-ssl,3509,tcp,6,Virtual Token SSL Port,,,
vt-ssl,3509,udp,17,Virtual Token SSL Port,,,
xss-port,3510,tcp,6,XSS Port,,,
xss-port,3510,udp,17,XSS Port,,,
webmail-2,3511,tcp,6,WebMail/2,,,
webmail-2,3511,udp,17,WebMail/2,,,
aztec,3512,tcp,6,Aztec Distribution Port,,,
aztec,3512,udp,17,Aztec Distribution Port,,,
arcpd,3513,tcp,6,Adaptec Remote Protocol,,,
arcpd,3513,udp,17,Adaptec Remote Protocol,,,
must-p2p,3514,tcp,6,MUST Peer to Peer,,,
must-p2p,3514,udp,17,MUST Peer to Peer,,,
must-backplane,3515,tcp,6,MUST Backplane,,,
must-backplane,3515,udp,17,MUST Backplane,,,
smartcard-port,3516,tcp,6,Smartcard Port,,,
smartcard-port,3516,udp,17,Smartcard Port,,,
802-11-iapp,3517,tcp,6,IEEE 802.11 WLANs WG IAPP,,,
802-11-iapp,3517,udp,17,IEEE 802.11 WLANs WG IAPP,,,
artifact-msg,3518,tcp,6,Artifact Message Server,,,
artifact-msg,3518,udp,17,Artifact Message Server,,,
nvmsgd,3519,tcp,6,Netvion Messenger Port,,,
galileo,3519,udp,17,Netvion Galileo Port,,,
galileolog,3520,tcp,6,Netvion Galileo Log Port,,,
galileolog,3520,udp,17,Netvion Galileo Log Port,,,
mc3ss,3521,tcp,6,Telequip Labs MC3SS,,,
mc3ss,3521,udp,17,Telequip Labs MC3SS,,,
nssocketport,3522,tcp,6,DO over NSSocketPort,,,
nssocketport,3522,udp,17,DO over NSSocketPort,,,
odeumservlink,3523,tcp,6,Odeum Serverlink,,,
odeumservlink,3523,udp,17,Odeum Serverlink,,,
ecmport,3524,tcp,6,ECM Server port,,,
ecmport,3524,udp,17,ECM Server port,,,
eisport,3525,tcp,6,EIS Server port,,,
eisport,3525,udp,17,EIS Server port,,,
starquiz-port,3526,tcp,6,starQuiz Port,,,
starquiz-port,3526,udp,17,starQuiz Port,,,
beserver-msg-q,3527,tcp,6,VERITAS Backup Exec Server,,,
beserver-msg-q,3527,udp,17,VERITAS Backup Exec Server,,,
jboss-iiop,3528,tcp,6,JBoss IIOP,,,
jboss-iiop,3528,udp,17,JBoss IIOP,,,
jboss-iiop-ssl,3529,tcp,6,JBoss IIOP/SSL,,,
jboss-iiop-ssl,3529,udp,17,JBoss IIOP/SSL,,,
gf,3530,tcp,6,Grid Friendly,,,
gf,3530,udp,17,Grid Friendly,,,
joltid,3531,tcp,6,Joltid,,,
joltid,3531,udp,17,Joltid,,,
raven-rmp,3532,tcp,6,Raven Remote Management Control,,,
raven-rmp,3532,udp,17,Raven Remote Management Control,,,
raven-rdp,3533,tcp,6,Raven Remote Management Data,,,
raven-rdp,3533,udp,17,Raven Remote Management Data,,,
urld-port,3534,tcp,6,URL Daemon Port,,,
urld-port,3534,udp,17,URL Daemon Port,,,
ms-la,3535,tcp,6,MS-LA,,,
ms-la,3535,udp,17,MS-LA,,,
snac,3536,tcp,6,SNAC,,,
snac,3536,udp,17,SNAC,,,
ni-visa-remote,3537,tcp,6,Remote NI-VISA port,,,
ni-visa-remote,3537,udp,17,Remote NI-VISA port,,,
ibm-diradm,3538,tcp,6,IBM Directory Server,,,
ibm-diradm,3538,udp,17,IBM Directory Server,,,
ibm-diradm-ssl,3539,tcp,6,IBM Directory Server SSL,,,
ibm-diradm-ssl,3539,udp,17,IBM Directory Server SSL,,,
pnrp-port,3540,tcp,6,PNRP User Port,,,
pnrp-port,3540,udp,17,PNRP User Port,,,
voispeed-port,3541,tcp,6,VoiSpeed Port,,,
voispeed-port,3541,udp,17,VoiSpeed Port,,,
hacl-monitor,3542,tcp,6,HA cluster monitor,,,
hacl-monitor,3542,udp,17,HA cluster monitor,,,
qftest-lookup,3543,tcp,6,qftest Lookup Port,,,
qftest-lookup,3543,udp,17,qftest Lookup Port,,,
teredo,3544,tcp,6,Teredo Port,[RFC4380],,
teredo,3544,udp,17,Teredo Port,[RFC4380],,
camac,3545,tcp,6,CAMAC equipment,,,
camac,3545,udp,17,CAMAC equipment,,,
UNDEFINED,3546,,,Unassigned,,,
symantec-sim,3547,tcp,6,Symantec SIM,,,
symantec-sim,3547,udp,17,Symantec SIM,,,
interworld,3548,tcp,6,Interworld,,,
interworld,3548,udp,17,Interworld,,,
tellumat-nms,3549,tcp,6,Tellumat MDR NMS,,,
tellumat-nms,3549,udp,17,Tellumat MDR NMS,,,
ssmpp,3550,tcp,6,Secure SMPP,,,
ssmpp,3550,udp,17,Secure SMPP,,,
apcupsd,3551,tcp,6,Apcupsd Information Port,,,
apcupsd,3551,udp,17,Apcupsd Information Port,,,
taserver,3552,tcp,6,TeamAgenda Server Port,,,
taserver,3552,udp,17,TeamAgenda Server Port,,,
rbr-discovery,3553,tcp,6,Red Box Recorder ADP,,,
rbr-discovery,3553,udp,17,Red Box Recorder ADP,,,
questnotify,3554,tcp,6,Quest Notification Server,,,
questnotify,3554,udp,17,Quest Notification Server,,,
razor,3555,tcp,6,Vipul's Razor,,,
razor,3555,udp,17,Vipul's Razor,,,
sky-transport,3556,tcp,6,Sky Transport Protocol,,,
sky-transport,3556,udp,17,Sky Transport Protocol,,,
personalos-001,3557,tcp,6,PersonalOS Comm Port,,,
personalos-001,3557,udp,17,PersonalOS Comm Port,,,
mcp-port,3558,tcp,6,MCP user port,,,
mcp-port,3558,udp,17,MCP user port,,,
cctv-port,3559,tcp,6,CCTV control port,,,
cctv-port,3559,udp,17,CCTV control port,,,
iniserve-port,3560,tcp,6,INIServe port,,,
iniserve-port,3560,udp,17,INIServe port,,,
bmc-onekey,3561,tcp,6,BMC-OneKey,,,
bmc-onekey,3561,udp,17,BMC-OneKey,,,
sdbproxy,3562,tcp,6,SDBProxy,,,
sdbproxy,3562,udp,17,SDBProxy,,,
watcomdebug,3563,tcp,6,Watcom Debug,,,
watcomdebug,3563,udp,17,Watcom Debug,,,
esimport,3564,tcp,6,Electromed SIM port,,,
esimport,3564,udp,17,Electromed SIM port,,,
m2pa,3565,tcp,6,M2PA,[RFC4165],,
UNDEFINED,3565,udp,17,Reserved,,,
m2pa,3565,sctp,132,M2PA,[RFC4165],,
quest-data-hub,3566,tcp,6,Quest Data Hub,,,
UNDEFINED,3566,udp,17,Reserved,,,
dof-eps,3567,tcp,6,DOF Protocol Stack,,,
dof-eps,3567,udp,17,DOF Protocol Stack,,,
dof-tunnel-sec,3568,tcp,6,DOF Secure Tunnel,,,
dof-tunnel-sec,3568,udp,17,DOF Secure Tunnel,,,
mbg-ctrl,3569,tcp,6,Meinberg Control Service,,,
mbg-ctrl,3569,udp,17,Meinberg Control Service,,,
mccwebsvr-port,3570,tcp,6,MCC Web Server Port,,,
mccwebsvr-port,3570,udp,17,MCC Web Server Port,,,
megardsvr-port,3571,tcp,6,MegaRAID Server Port,,,
megardsvr-port,3571,udp,17,MegaRAID Server Port,,,
megaregsvrport,3572,tcp,6,Registration Server Port,,,
megaregsvrport,3572,udp,17,Registration Server Port,,,
tag-ups-1,3573,tcp,6,Advantage Group UPS Suite,,,
tag-ups-1,3573,udp,17,Advantage Group UPS Suite,,,
dmaf-server,3574,tcp,6,DMAF Server,,,
dmaf-caster,3574,udp,17,DMAF Caster,,,
ccm-port,3575,tcp,6,Coalsere CCM Port,,,
ccm-port,3575,udp,17,Coalsere CCM Port,,,
cmc-port,3576,tcp,6,Coalsere CMC Port,,,
cmc-port,3576,udp,17,Coalsere CMC Port,,,
config-port,3577,tcp,6,Configuration Port,,,
config-port,3577,udp,17,Configuration Port,,,
data-port,3578,tcp,6,Data Port,,,
data-port,3578,udp,17,Data Port,,,
ttat3lb,3579,tcp,6,Tarantella Load Balancing,,,
ttat3lb,3579,udp,17,Tarantella Load Balancing,,,
nati-svrloc,3580,tcp,6,NATI-ServiceLocator,,,
nati-svrloc,3580,udp,17,NATI-ServiceLocator,,,
kfxaclicensing,3581,tcp,6,Ascent Capture Licensing,,,
kfxaclicensing,3581,udp,17,Ascent Capture Licensing,,,
press,3582,tcp,6,PEG PRESS Server,,,
press,3582,udp,17,PEG PRESS Server,,,
canex-watch,3583,tcp,6,CANEX Watch System,,,
canex-watch,3583,udp,17,CANEX Watch System,,,
u-dbap,3584,tcp,6,U-DBase Access Protocol,,,
u-dbap,3584,udp,17,U-DBase Access Protocol,,,
emprise-lls,3585,tcp,6,Emprise License Server,,,
emprise-lls,3585,udp,17,Emprise License Server,,,
emprise-lsc,3586,tcp,6,License Server Console,,,
emprise-lsc,3586,udp,17,License Server Console,,,
p2pgroup,3587,tcp,6,Peer to Peer Grouping,,,
p2pgroup,3587,udp,17,Peer to Peer Grouping,,,
sentinel,3588,tcp,6,Sentinel Server,,,
sentinel,3588,udp,17,Sentinel Server,,,
isomair,3589,tcp,6,isomair,,,
isomair,3589,udp,17,isomair,,,
wv-csp-sms,3590,tcp,6,WV CSP SMS Binding,,,
wv-csp-sms,3590,udp,17,WV CSP SMS Binding,,,
gtrack-server,3591,tcp,6,LOCANIS G-TRACK Server,,,
gtrack-server,3591,udp,17,LOCANIS G-TRACK Server,,,
gtrack-ne,3592,tcp,6,LOCANIS G-TRACK NE Port,,,
gtrack-ne,3592,udp,17,LOCANIS G-TRACK NE Port,,,
bpmd,3593,tcp,6,BP Model Debugger,,,
bpmd,3593,udp,17,BP Model Debugger,,,
mediaspace,3594,tcp,6,MediaSpace,,,
mediaspace,3594,udp,17,MediaSpace,,,
shareapp,3595,tcp,6,ShareApp,,,
shareapp,3595,udp,17,ShareApp,,,
iw-mmogame,3596,tcp,6,Illusion Wireless MMOG,,,
iw-mmogame,3596,udp,17,Illusion Wireless MMOG,,,
a14,3597,tcp,6,A14 (AN-to-SC/MM),,,
a14,3597,udp,17,A14 (AN-to-SC/MM),,,
a15,3598,tcp,6,A15 (AN-to-AN),,,
a15,3598,udp,17,A15 (AN-to-AN),,,
quasar-server,3599,tcp,6,Quasar Accounting Server,,,
quasar-server,3599,udp,17,Quasar Accounting Server,,,
trap-daemon,3600,tcp,6,text relay-answer,,,
trap-daemon,3600,udp,17,text relay-answer,,,
visinet-gui,3601,tcp,6,Visinet Gui,,,
visinet-gui,3601,udp,17,Visinet Gui,,,
infiniswitchcl,3602,tcp,6,InfiniSwitch Mgr Client,,,
infiniswitchcl,3602,udp,17,InfiniSwitch Mgr Client,,,
int-rcv-cntrl,3603,tcp,6,Integrated Rcvr Control,,,
int-rcv-cntrl,3603,udp,17,Integrated Rcvr Control,,,
bmc-jmx-port,3604,tcp,6,BMC JMX Port,,,
bmc-jmx-port,3604,udp,17,BMC JMX Port,,,
comcam-io,3605,tcp,6,ComCam IO Port,,,
comcam-io,3605,udp,17,ComCam IO Port,,,
splitlock,3606,tcp,6,Splitlock Server,,,
splitlock,3606,udp,17,Splitlock Server,,,
precise-i3,3607,tcp,6,Precise I3,,,
precise-i3,3607,udp,17,Precise I3,,,
trendchip-dcp,3608,tcp,6,Trendchip control protocol,,,
trendchip-dcp,3608,udp,17,Trendchip control protocol,,,
cpdi-pidas-cm,3609,tcp,6,CPDI PIDAS Connection Mon,,,
cpdi-pidas-cm,3609,udp,17,CPDI PIDAS Connection Mon,,,
echonet,3610,tcp,6,ECHONET,,,
echonet,3610,udp,17,ECHONET,,,
six-degrees,3611,tcp,6,Six Degrees Port,,,
six-degrees,3611,udp,17,Six Degrees Port,,,
hp-dataprotect,3612,tcp,6,HP Data Protector,,,
hp-dataprotect,3612,udp,17,HP Data Protector,,,
alaris-disc,3613,tcp,6,Alaris Device Discovery,,,
alaris-disc,3613,udp,17,Alaris Device Discovery,,,
sigma-port,3614,tcp,6,Satchwell Sigma,,,
sigma-port,3614,udp,17,Satchwell Sigma,,,
start-network,3615,tcp,6,Start Messaging Network,,,
start-network,3615,udp,17,Start Messaging Network,,,
cd3o-protocol,3616,tcp,6,cd3o Control Protocol,,,
cd3o-protocol,3616,udp,17,cd3o Control Protocol,,,
sharp-server,3617,tcp,6,ATI SHARP Logic Engine,,,
sharp-server,3617,udp,17,ATI SHARP Logic Engine,,,
aairnet-1,3618,tcp,6,AAIR-Network 1,,,
aairnet-1,3618,udp,17,AAIR-Network 1,,,
aairnet-2,3619,tcp,6,AAIR-Network 2,,,
aairnet-2,3619,udp,17,AAIR-Network 2,,,
ep-pcp,3620,tcp,6,EPSON Projector Control Port,,,
ep-pcp,3620,udp,17,EPSON Projector Control Port,,,
ep-nsp,3621,tcp,6,EPSON Network Screen Port,,,
ep-nsp,3621,udp,17,EPSON Network Screen Port,,,
ff-lr-port,3622,tcp,6,FF LAN Redundancy Port,,,
ff-lr-port,3622,udp,17,FF LAN Redundancy Port,,,
haipe-discover,3623,tcp,6,HAIPIS Dynamic Discovery,,,
haipe-discover,3623,udp,17,HAIPIS Dynamic Discovery,,,
dist-upgrade,3624,tcp,6,Distributed Upgrade Port,,,
dist-upgrade,3624,udp,17,Distributed Upgrade Port,,,
volley,3625,tcp,6,Volley,,,
volley,3625,udp,17,Volley,,,
bvcdaemon-port,3626,tcp,6,bvControl Daemon,,,
bvcdaemon-port,3626,udp,17,bvControl Daemon,,,
jamserverport,3627,tcp,6,Jam Server Port,,,
jamserverport,3627,udp,17,Jam Server Port,,,
ept-machine,3628,tcp,6,EPT Machine Interface,,,
ept-machine,3628,udp,17,EPT Machine Interface,,,
escvpnet,3629,tcp,6,ESC/VP.net,,,
escvpnet,3629,udp,17,ESC/VP.net,,,
cs-remote-db,3630,tcp,6,C&S Remote Database Port,,,
cs-remote-db,3630,udp,17,C&S Remote Database Port,,,
cs-services,3631,tcp,6,C&S Web Services Port,,,
cs-services,3631,udp,17,C&S Web Services Port,,,
distcc,3632,tcp,6,distributed compiler,,,Defined TXT keys: None
distcc,3632,udp,17,distributed compiler,,,Defined TXT keys: None
wacp,3633,tcp,6,Wyrnix AIS port,,,
wacp,3633,udp,17,Wyrnix AIS port,,,
hlibmgr,3634,tcp,6,hNTSP Library Manager,,,
hlibmgr,3634,udp,17,hNTSP Library Manager,,,
sdo,3635,tcp,6,Simple Distributed Objects,,,
sdo,3635,udp,17,Simple Distributed Objects,,,
servistaitsm,3636,tcp,6,SerVistaITSM,,,
servistaitsm,3636,udp,17,SerVistaITSM,,,
scservp,3637,tcp,6,Customer Service Port,,,
scservp,3637,udp,17,Customer Service Port,,,
ehp-backup,3638,tcp,6,EHP Backup Protocol,,,
ehp-backup,3638,udp,17,EHP Backup Protocol,,,
xap-ha,3639,tcp,6,Extensible Automation,,,
xap-ha,3639,udp,17,Extensible Automation,,,
netplay-port1,3640,tcp,6,Netplay Port 1,,,
netplay-port1,3640,udp,17,Netplay Port 1,,,
netplay-port2,3641,tcp,6,Netplay Port 2,,,
netplay-port2,3641,udp,17,Netplay Port 2,,,
juxml-port,3642,tcp,6,Juxml Replication port,,,
juxml-port,3642,udp,17,Juxml Replication port,,,
audiojuggler,3643,tcp,6,AudioJuggler,,,
audiojuggler,3643,udp,17,AudioJuggler,,,
ssowatch,3644,tcp,6,ssowatch,,,
ssowatch,3644,udp,17,ssowatch,,,
cyc,3645,tcp,6,Cyc,,,
cyc,3645,udp,17,Cyc,,,
xss-srv-port,3646,tcp,6,XSS Server Port,,,
xss-srv-port,3646,udp,17,XSS Server Port,,,
splitlock-gw,3647,tcp,6,Splitlock Gateway,,,
splitlock-gw,3647,udp,17,Splitlock Gateway,,,
fjcp,3648,tcp,6,Fujitsu Cooperation Port,,,
fjcp,3648,udp,17,Fujitsu Cooperation Port,,,
nmmp,3649,tcp,6,Nishioka Miyuki Msg Protocol,,,
nmmp,3649,udp,17,Nishioka Miyuki Msg Protocol,,,
prismiq-plugin,3650,tcp,6,PRISMIQ VOD plug-in,,,
prismiq-plugin,3650,udp,17,PRISMIQ VOD plug-in,,,
xrpc-registry,3651,tcp,6,XRPC Registry,,,
xrpc-registry,3651,udp,17,XRPC Registry,,,
vxcrnbuport,3652,tcp,6,VxCR NBU Default Port,,,
vxcrnbuport,3652,udp,17,VxCR NBU Default Port,,,
tsp,3653,tcp,6,Tunnel Setup Protocol,[RFC5572],,
tsp,3653,udp,17,Tunnel Setup Protocol,[RFC5572],,
vaprtm,3654,tcp,6,VAP RealTime Messenger,,,
vaprtm,3654,udp,17,VAP RealTime Messenger,,,
abatemgr,3655,tcp,6,ActiveBatch Exec Agent,,,
abatemgr,3655,udp,17,ActiveBatch Exec Agent,,,
abatjss,3656,tcp,6,ActiveBatch Job Scheduler,,,
abatjss,3656,udp,17,ActiveBatch Job Scheduler,,,
immedianet-bcn,3657,tcp,6,ImmediaNet Beacon,,,
immedianet-bcn,3657,udp,17,ImmediaNet Beacon,,,
ps-ams,3658,tcp,6,PlayStation AMS (Secure),,,
ps-ams,3658,udp,17,PlayStation AMS (Secure),,,
apple-sasl,3659,tcp,6,Apple SASL,,,
apple-sasl,3659,udp,17,Apple SASL,,,
